date,state,district,pincode,demo_age_5_17,demo_age_17
2025-01-03,Maharashtra,Pune,412205,18,481
2025-01-03,Maharashtra,Pune,411043,53,521
2025-01-03,Maharashtra,Pune,411057,129,1299
2025-01-03,Maharashtra,Pune,412209,13,358
2025-01-03,Maharashtra,Pune,412213,20,331
2025-01-03,Maharashtra,Pune,411028,167,1622
2025-01-03,Maharashtra,Pune,413106,69,927
2025-01-04,Maharashtra,Pune,411045,71,642
2025-01-04,Maharashtra,Pune,411033,193,1685
2025-01-05,Maharashtra,Pune,411028,160,1295
2025-01-05,Maharashtra,Pune,411048,248,1665
2025-01-05,Maharashtra,Pune,411046,125,1112
2025-01-06,Maharashtra,Pune,411062,220,1322
2025-01-06,Maharashtra,Pune,411060,96,691
2025-01-03,Maharashtra,Pune,411046,133,1413
2025-01-03,Maharashtra,Pune,411007,19,253
2025-01-03,Maharashtra,Pune,411004,12,229
2025-01-03,Maharashtra,Pune,411037,73,1122
2025-01-03,Maharashtra,Pune,412208,44,844
2025-01-03,Maharashtra,Pune,411058,57,531
2025-01-03,Maharashtra,Pune,411003,19,281
2025-01-03,Maharashtra,Pune,411027,68,741
2025-01-03,Maharashtra,Pune,412206,14,1025
2025-01-03,Maharashtra,Pune,412203,22,346
2025-01-03,Maharashtra,Pune,412403,16,240
2025-01-03,Maharashtra,Pune,412204,17,318
2025-01-03,Maharashtra,Pune,411048,193,1812
2025-01-03,Maharashtra,Pune,412201,17,291
2025-01-06,Maharashtra,Pune,412105,221,1590
2025-01-06,Maharashtra,Pune,411017,175,1111
2025-01-07,Maharashtra,Pune,411045,63,845
2025-01-07,Maharashtra,Pune,413102,115,1162
2025-01-07,Maharashtra,Pune,411014,209,1558
2025-01-09,Maharashtra,Pune,410501,1,49
2025-01-09,Maharashtra,Pune,410510,0,2
2025-01-09,Maharashtra,Pune,410512,0,3
2025-01-09,Maharashtra,Pune,410513,1,0
2025-01-09,Maharashtra,Pune,411020,0,4
2025-01-09,Maharashtra,Pune,411027,1,17
2025-01-09,Maharashtra,Pune,411030,0,11
2025-01-09,Maharashtra,Pune,411038,1,23
2025-01-09,Maharashtra,Pune,411039,0,20
2025-01-09,Maharashtra,Pune,411041,2,24
2025-01-09,Maharashtra,Pune,411047,3,18
2025-01-09,Maharashtra,Pune,412115,0,7
2025-01-09,Maharashtra,Pune,412203,2,18
2025-01-09,Maharashtra,Pune,412204,1,2
2025-01-09,Maharashtra,Pune,412206,0,12
2025-01-09,Maharashtra,Pune,412308,1,17
2025-01-09,Maharashtra,Pune,412312,0,1
2025-01-09,Maharashtra,Pune,412402,0,3
2025-01-09,Maharashtra,Pune,412404,2,3
2025-01-09,Maharashtra,Pune,412406,0,2
2025-01-09,Maharashtra,Pune,412410,1,8
2025-01-09,Maharashtra,Pune,412411,0,6
2025-01-09,Maharashtra,Pune,413102,10,32
2025-01-09,Maharashtra,Pune,413116,0,4
2025-01-09,Maharashtra,Pune,413132,0,3
2025-02-09,Maharashtra,Pune,410504,3,24
2025-02-09,Maharashtra,Pune,410507,2,14
2025-02-09,Maharashtra,Pune,411001,1,44
2025-02-09,Maharashtra,Pune,411004,0,9
2025-02-09,Maharashtra,Pune,411007,1,9
2025-02-09,Maharashtra,Pune,411015,5,31
2025-02-09,Maharashtra,Pune,411016,0,12
2025-02-09,Maharashtra,Pune,411023,1,11
2025-02-09,Maharashtra,Pune,411026,1,7
2025-02-09,Maharashtra,Pune,411030,4,15
2025-02-09,Maharashtra,Pune,411034,1,3
2025-02-09,Maharashtra,Pune,411037,1,35
2025-02-09,Maharashtra,Pune,411040,0,14
2025-02-09,Maharashtra,Pune,411058,6,9
2025-02-09,Maharashtra,Pune,412104,0,1
2025-02-09,Maharashtra,Pune,412109,2,11
2025-02-09,Maharashtra,Pune,412204,1,5
2025-02-09,Maharashtra,Pune,412209,3,3
2025-02-09,Maharashtra,Pune,412210,0,19
2025-02-09,Maharashtra,Pune,412306,0,9
2025-02-09,Maharashtra,Pune,412311,1,0
2025-02-09,Maharashtra,Pune,412402,0,1
2025-02-09,Maharashtra,Pune,413103,0,2
2025-02-09,Maharashtra,Pune,413114,2,18
2025-02-09,Maharashtra,Pune,413116,1,3
2025-02-09,Maharashtra,Pune,413211,0,1
2025-02-09,Maharashtra,Pune,413802,0,4
2025-03-09,Maharashtra,Pune,410503,0,9
2025-03-09,Maharashtra,Pune,410511,0,1
2025-03-09,Maharashtra,Pune,410515,0,3
2025-03-09,Maharashtra,Pune,410516,1,2
2025-03-09,Maharashtra,Pune,411002,2,14
2025-03-09,Maharashtra,Pune,411008,0,6
2025-03-09,Maharashtra,Pune,411018,1,14
2025-03-09,Maharashtra,Pune,411019,2,19
2025-03-09,Maharashtra,Pune,411028,9,53
2025-03-09,Maharashtra,Pune,411032,1,7
2025-03-09,Maharashtra,Pune,411033,7,41
2025-03-09,Maharashtra,Pune,411045,2,26
2025-03-09,Maharashtra,Pune,411046,2,30
2025-03-09,Maharashtra,Pune,411047,0,16
2025-03-09,Maharashtra,Pune,411051,0,10
2025-03-09,Maharashtra,Pune,411060,4,20
2025-03-09,Maharashtra,Pune,411068,0,2
2025-03-09,Maharashtra,Pune,412109,2,8
2025-03-09,Maharashtra,Pune,412115,3,19
2025-03-09,Maharashtra,Pune,412206,1,13
2025-03-09,Maharashtra,Pune,412208,1,11
2025-03-09,Maharashtra,Pune,412209,1,2
2025-03-09,Maharashtra,Pune,412211,1,11
2025-03-09,Maharashtra,Pune,412213,0,7
2025-03-09,Maharashtra,Pune,412301,1,5
2025-03-09,Maharashtra,Pune,412303,0,3
2025-03-09,Maharashtra,Pune,412408,0,4
2025-03-09,Maharashtra,Pune,412410,2,4
2025-03-09,Maharashtra,Pune,413120,1,8
2025-04-09,Maharashtra,Pune,410402,0,1
2025-04-09,Maharashtra,Pune,410403,0,1
2025-04-09,Maharashtra,Pune,410503,0,19
2025-04-09,Maharashtra,Pune,410504,3,20
2025-04-09,Maharashtra,Pune,410508,0,1
2025-04-09,Maharashtra,Pune,411002,1,12
2025-04-09,Maharashtra,Pune,411015,4,31
2025-04-09,Maharashtra,Pune,411021,8,15
2025-04-09,Maharashtra,Pune,411030,1,10
2025-04-09,Maharashtra,Pune,411031,2,1
2025-04-09,Maharashtra,Pune,411032,1,10
2025-04-09,Maharashtra,Pune,411034,0,2
2025-04-09,Maharashtra,Pune,411035,0,9
2025-04-09,Maharashtra,Pune,411040,3,2
2025-04-09,Maharashtra,Pune,411046,4,27
2025-04-09,Maharashtra,Pune,411048,8,43
2025-04-09,Maharashtra,Pune,411052,1,6
2025-04-09,Maharashtra,Pune,411058,0,11
2025-04-09,Maharashtra,Pune,412102,0,2
2025-04-09,Maharashtra,Pune,412104,0,3
2025-04-09,Maharashtra,Pune,412110,1,6
2025-04-09,Maharashtra,Pune,412202,0,8
2025-04-09,Maharashtra,Pune,412207,3,37
2025-04-09,Maharashtra,Pune,412214,2,14
2025-04-09,Maharashtra,Pune,412220,0,2
2025-04-09,Maharashtra,Pune,412408,0,2
2025-04-09,Maharashtra,Pune,412409,2,9
2025-04-09,Maharashtra,Pune,412410,0,5
2025-04-09,Maharashtra,Pune,412412,2,8
2025-04-09,Maharashtra,Pune,413104,0,23
2025-04-09,Maharashtra,Pune,413105,0,7
2025-04-09,Maharashtra,Pune,413110,1,8
2025-04-09,Maharashtra,Pune,413115,0,1
2025-04-09,Maharashtra,Pune,413116,0,1
2025-04-09,Maharashtra,Pune,413130,1,19
2025-04-09,Maharashtra,Pune,413132,0,8
2025-04-09,Maharashtra,Pune,413801,1,16
2025-04-09,Maharashtra,Pune,413802,0,1
2025-06-09,Maharashtra,Pune,410501,1,26
2025-06-09,Maharashtra,Pune,410512,0,2
2025-06-09,Maharashtra,Pune,411006,2,6
2025-06-09,Maharashtra,Pune,411011,0,2
2025-06-09,Maharashtra,Pune,411035,1,2
2025-06-09,Maharashtra,Pune,411041,1,15
2025-06-09,Maharashtra,Pune,411042,0,1
2025-06-09,Maharashtra,Pune,411044,0,1
2025-06-09,Maharashtra,Pune,411047,3,6
2025-06-09,Maharashtra,Pune,411052,0,5
2025-06-09,Maharashtra,Pune,411057,4,34
2025-06-09,Maharashtra,Pune,411068,0,2
2025-06-09,Maharashtra,Pune,412115,1,5
2025-06-09,Maharashtra,Pune,412308,1,8
2025-06-09,Maharashtra,Pune,412406,1,0
2025-06-09,Maharashtra,Pune,413106,1,1
2025-06-09,Maharashtra,Pune,413133,0,3
2025-05-09,Maharashtra,Pune,411005,0,5
2025-05-09,Maharashtra,Pune,411006,0,6
2025-05-09,Maharashtra,Pune,411009,1,5
2025-05-09,Maharashtra,Pune,411012,0,1
2025-05-09,Maharashtra,Pune,411013,2,5
2025-05-09,Maharashtra,Pune,411017,1,12
2025-05-09,Maharashtra,Pune,411020,1,1
2025-05-09,Maharashtra,Pune,411023,0,2
2025-05-09,Maharashtra,Pune,411024,0,2
2025-05-09,Maharashtra,Pune,411042,0,5
2025-05-09,Maharashtra,Pune,411057,2,16
2025-05-09,Maharashtra,Pune,411060,1,17
2025-05-09,Maharashtra,Pune,411062,2,29
2025-05-09,Maharashtra,Pune,412101,6,17
2025-05-09,Maharashtra,Pune,412105,4,36
2025-05-09,Maharashtra,Pune,412203,0,4
2025-05-09,Maharashtra,Pune,412205,0,5
2025-05-09,Maharashtra,Pune,412208,5,14
2025-05-09,Maharashtra,Pune,412209,1,2
2025-05-09,Maharashtra,Pune,412307,1,2
2025-05-09,Maharashtra,Pune,412402,1,3
2025-05-09,Maharashtra,Pune,412404,0,2
2025-05-09,Maharashtra,Pune,412406,0,3
2025-05-09,Maharashtra,Pune,413102,4,17
2025-05-09,Maharashtra,Pune,413106,1,4
2025-05-09,Maharashtra,Pune,413115,0,2
2025-07-09,Maharashtra,Pune,410501,1,15
2025-07-09,Maharashtra,Pune,410512,0,1
2025-07-09,Maharashtra,Pune,411009,0,1
2025-07-09,Maharashtra,Pune,411013,0,4
2025-07-09,Maharashtra,Pune,411018,0,3
2025-07-09,Maharashtra,Pune,411021,1,2
2025-07-09,Maharashtra,Pune,411032,1,1
2025-07-09,Maharashtra,Pune,411041,2,16
2025-07-09,Maharashtra,Pune,411060,0,5
2025-07-09,Maharashtra,Pune,412209,0,2
2025-07-09,Maharashtra,Pune,412210,2,8
2025-07-09,Maharashtra,Pune,412301,0,1
2025-07-09,Maharashtra,Pune,412307,1,6
2025-07-09,Maharashtra,Pune,412312,0,1
2025-07-09,Maharashtra,Pune,412412,0,2
2025-08-09,Maharashtra,Pune,410501,1,41
2025-08-09,Maharashtra,Pune,410504,1,16
2025-08-09,Maharashtra,Pune,410505,6,27
2025-08-09,Maharashtra,Pune,410510,0,1
2025-08-09,Maharashtra,Pune,410515,1,6
2025-08-09,Maharashtra,Pune,411005,1,3
2025-08-09,Maharashtra,Pune,411021,5,28
2025-08-09,Maharashtra,Pune,411061,3,14
2025-08-09,Maharashtra,Pune,411071,0,1
2025-08-09,Maharashtra,Pune,412101,6,42
2025-08-09,Maharashtra,Pune,412102,0,5
2025-08-09,Maharashtra,Pune,412105,8,61
2025-08-09,Maharashtra,Pune,412107,0,1
2025-08-09,Maharashtra,Pune,412109,2,5
2025-08-09,Maharashtra,Pune,412201,1,11
2025-08-09,Maharashtra,Pune,412205,4,30
2025-08-09,Maharashtra,Pune,412210,1,32
2025-08-09,Maharashtra,Pune,412211,0,17
2025-08-09,Maharashtra,Pune,412212,0,1
2025-08-09,Maharashtra,Pune,412304,1,3
2025-08-09,Maharashtra,Pune,412305,2,4
2025-08-09,Maharashtra,Pune,412306,0,11
2025-08-09,Maharashtra,Pune,412308,3,25
2025-08-09,Maharashtra,Pune,412312,0,1
2025-08-09,Maharashtra,Pune,412405,1,2
2025-08-09,Maharashtra,Pune,413102,8,32
2025-09-09,Maharashtra,Pune,410406,2,6
2025-09-09,Maharashtra,Pune,410502,2,35
2025-09-09,Maharashtra,Pune,410505,10,22
2025-09-09,Maharashtra,Pune,411001,5,23
2025-09-09,Maharashtra,Pune,411003,2,10
2025-09-09,Maharashtra,Pune,411006,2,36
2025-09-09,Maharashtra,Pune,411007,0,5
2025-09-09,Maharashtra,Pune,411008,0,2
2025-09-09,Maharashtra,Pune,411011,2,18
2025-09-09,Maharashtra,Pune,411013,0,9
2025-09-09,Maharashtra,Pune,411014,12,46
2025-09-09,Maharashtra,Pune,411025,0,2
2025-09-09,Maharashtra,Pune,411026,1,5
2025-09-09,Maharashtra,Pune,411036,4,16
2025-09-09,Maharashtra,Pune,411037,6,39
2025-09-09,Maharashtra,Pune,411047,2,23
2025-09-09,Maharashtra,Pune,411070,0,1
2025-09-09,Maharashtra,Pune,412101,7,42
2025-09-09,Maharashtra,Pune,412104,0,3
2025-09-09,Maharashtra,Pune,412207,3,42
2025-09-09,Maharashtra,Pune,412211,3,11
2025-09-09,Maharashtra,Pune,412215,0,3
2025-09-09,Maharashtra,Pune,412406,0,11
2025-09-09,Maharashtra,Pune,412410,0,5
2025-09-09,Maharashtra,Pune,412412,0,1
2025-09-09,Maharashtra,Pune,413106,0,26
2025-09-09,Maharashtra,Pune,413110,2,10
2025-09-09,Maharashtra,Pune,413114,3,13
2025-09-09,Maharashtra,Pune,413116,0,1
2025-10-09,Maharashtra,Pune,410302,0,1
2025-10-09,Maharashtra,Pune,410402,0,1
2025-10-09,Maharashtra,Pune,410509,0,11
2025-10-09,Maharashtra,Pune,410515,1,6
2025-10-09,Maharashtra,Pune,411001,4,25
2025-10-09,Maharashtra,Pune,411002,2,16
2025-10-09,Maharashtra,Pune,411005,1,8
2025-10-09,Maharashtra,Pune,411032,1,7
2025-10-09,Maharashtra,Pune,411035,3,7
2025-10-09,Maharashtra,Pune,411040,1,6
2025-10-09,Maharashtra,Pune,411051,1,17
2025-10-09,Maharashtra,Pune,412101,6,44
2025-10-09,Maharashtra,Pune,412108,0,8
2025-10-09,Maharashtra,Pune,412110,0,10
2025-10-09,Maharashtra,Pune,412204,0,3
2025-10-09,Maharashtra,Pune,412211,2,9
2025-10-09,Maharashtra,Pune,412219,0,4
2025-10-09,Maharashtra,Pune,412401,0,3
2025-10-09,Maharashtra,Pune,412403,1,1
2025-10-09,Maharashtra,Pune,412406,0,6
2025-10-09,Maharashtra,Pune,412408,1,5
2025-10-09,Maharashtra,Pune,413103,1,10
2025-10-09,Maharashtra,Pune,413110,1,13
2025-10-09,Maharashtra,Pune,413130,3,21
2025-11-09,Maharashtra,Pune,410513,0,1
2025-11-09,Maharashtra,Pune,411003,2,6
2025-11-09,Maharashtra,Pune,411007,1,6
2025-11-09,Maharashtra,Pune,411016,1,9
2025-11-09,Maharashtra,Pune,411017,6,43
2025-11-09,Maharashtra,Pune,411038,6,36
2025-11-09,Maharashtra,Pune,411041,4,37
2025-11-09,Maharashtra,Pune,411043,0,16
2025-11-09,Maharashtra,Pune,411045,3,25
2025-11-09,Maharashtra,Pune,411052,1,12
2025-11-09,Maharashtra,Pune,411069,0,1
2025-11-09,Maharashtra,Pune,412101,5,33
2025-11-09,Maharashtra,Pune,412106,3,9
2025-11-09,Maharashtra,Pune,412207,2,25
2025-11-09,Maharashtra,Pune,412211,2,13
2025-11-09,Maharashtra,Pune,412212,1,1
2025-11-09,Maharashtra,Pune,412219,0,5
2025-11-09,Maharashtra,Pune,412304,0,3
2025-11-09,Maharashtra,Pune,412402,1,6
2025-11-09,Maharashtra,Pune,412403,0,2
2025-11-09,Maharashtra,Pune,412404,3,7
2025-11-09,Maharashtra,Pune,412410,0,3
2025-11-09,Maharashtra,Pune,412412,0,7
2025-11-09,Maharashtra,Pune,413114,0,26
2025-11-09,Maharashtra,Pune,413116,0,3
2025-11-09,Maharashtra,Pune,413133,1,6
2025-11-09,Maharashtra,Pune,413801,5,8
2025-12-09,Maharashtra,Pune,410401,2,10
2025-12-09,Maharashtra,Pune,410406,1,3
2025-12-09,Maharashtra,Pune,410501,4,39
2025-12-09,Maharashtra,Pune,410506,3,14
2025-12-09,Maharashtra,Pune,410515,1,7
2025-12-09,Maharashtra,Pune,410516,0,3
2025-12-09,Maharashtra,Pune,411002,3,19
2025-12-09,Maharashtra,Pune,411007,1,11
2025-12-09,Maharashtra,Pune,411012,0,3
2025-12-09,Maharashtra,Pune,411014,9,57
2025-12-09,Maharashtra,Pune,411020,0,8
2025-12-09,Maharashtra,Pune,411033,15,61
2025-12-09,Maharashtra,Pune,412101,3,41
2025-12-09,Maharashtra,Pune,412104,1,1
2025-12-09,Maharashtra,Pune,412110,1,7
2025-12-09,Maharashtra,Pune,412202,2,4
2025-12-09,Maharashtra,Pune,412203,1,9
2025-12-09,Maharashtra,Pune,412207,5,31
2025-12-09,Maharashtra,Pune,412208,2,17
2025-12-09,Maharashtra,Pune,412209,1,6
2025-12-09,Maharashtra,Pune,412214,2,7
2025-12-09,Maharashtra,Pune,412307,0,18
2025-12-09,Maharashtra,Pune,412311,0,2
2025-12-09,Maharashtra,Pune,412406,2,6
2025-12-09,Maharashtra,Pune,412410,4,8
2025-12-09,Maharashtra,Pune,413130,4,11
,Maharashtra,Pune,410508,0,1
,Maharashtra,Pune,410510,0,2
,Maharashtra,Pune,410511,0,1
,Maharashtra,Pune,410515,0,3
,Maharashtra,Pune,410516,0,4
,Maharashtra,Pune,411013,2,9
,Maharashtra,Pune,411030,0,13
,Maharashtra,Pune,411036,2,17
,Maharashtra,Pune,411042,2,17
,Maharashtra,Pune,411046,4,43
,Maharashtra,Pune,411048,11,51
,Maharashtra,Pune,411058,1,13
,Maharashtra,Pune,411062,1,17
,Maharashtra,Pune,412102,0,2
,Maharashtra,Pune,412107,1,2
,Maharashtra,Pune,412206,0,9
,Maharashtra,Pune,412209,1,7
,Maharashtra,Pune,412218,2,11
,Maharashtra,Pune,412301,0,6
,Maharashtra,Pune,412303,1,4
,Maharashtra,Pune,412304,0,2
,Maharashtra,Pune,412403,0,5
,Maharashtra,Pune,412404,0,1
,Maharashtra,Pune,412405,2,1
,Maharashtra,Pune,412410,1,5
,Maharashtra,Pune,412411,3,12
,Maharashtra,Pune,413114,0,3
,Maharashtra,Pune,413116,0,1
,Maharashtra,Pune,410402,0,1
,Maharashtra,Pune,410502,0,3
,Maharashtra,Pune,410509,0,3
,Maharashtra,Pune,411015,1,9
,Maharashtra,Pune,411018,0,2
,Maharashtra,Pune,411024,0,2
,Maharashtra,Pune,411038,0,5
,Maharashtra,Pune,411052,0,4
,Maharashtra,Pune,411058,1,5
,Maharashtra,Pune,412101,2,29
,Maharashtra,Pune,412201,2,3
,Maharashtra,Pune,412202,1,1
,Maharashtra,Pune,412216,1,13
,Maharashtra,Pune,412219,0,1
,Maharashtra,Pune,412306,0,1
,Maharashtra,Pune,412402,0,2
,Maharashtra,Pune,412403,0,2
,Maharashtra,Pune,413103,0,1
,Maharashtra,Pune,413132,0,3
,Maharashtra,Pune,410403,1,1
,Maharashtra,Pune,410405,1,12
,Maharashtra,Pune,410511,0,1
,Maharashtra,Pune,411005,0,6
,Maharashtra,Pune,411008,0,1
,Maharashtra,Pune,411018,2,16
,Maharashtra,Pune,411019,2,25
,Maharashtra,Pune,411023,0,15
,Maharashtra,Pune,411030,4,15
,Maharashtra,Pune,411031,0,4
,Maharashtra,Pune,411036,4,17
,Maharashtra,Pune,411037,4,26
,Maharashtra,Pune,411041,2,47
,Maharashtra,Pune,411044,1,11
,Maharashtra,Pune,411048,9,60
,Maharashtra,Pune,411058,4,11
,Maharashtra,Pune,412202,0,8
,Maharashtra,Pune,412213,1,15
,Maharashtra,Pune,412215,0,4
,Maharashtra,Pune,412220,1,3
,Maharashtra,Pune,412305,3,5
,Maharashtra,Pune,412404,0,7
,Maharashtra,Pune,412409,1,4
,Maharashtra,Pune,413105,1,2
,Maharashtra,Pune,413114,3,14
,Maharashtra,Pune,413130,0,12
,Maharashtra,Pune,413132,0,5
,Maharashtra,Pune,410301,0,1
,Maharashtra,Pune,410405,1,13
,Maharashtra,Pune,410406,2,2
,Maharashtra,Pune,410503,2,16
,Maharashtra,Pune,410505,7,27
,Maharashtra,Pune,411008,0,1
,Maharashtra,Pune,411017,3,34
,Maharashtra,Pune,411020,1,4
,Maharashtra,Pune,411021,1,16
,Maharashtra,Pune,411035,1,3
,Maharashtra,Pune,411036,1,18
,Maharashtra,Pune,411039,6,31
,Maharashtra,Pune,411043,2,14
,Maharashtra,Pune,411047,1,14
,Maharashtra,Pune,411051,0,10
,Maharashtra,Pune,411058,3,16
,Maharashtra,Pune,411068,0,5
,Maharashtra,Pune,412103,2,6
,Maharashtra,Pune,412115,1,22
,Maharashtra,Pune,412205,3,13
,Maharashtra,Pune,412214,0,16
,Maharashtra,Pune,412215,0,3
,Maharashtra,Pune,412306,3,12
,Maharashtra,Pune,412307,2,17
,Maharashtra,Pune,412312,0,3
,Maharashtra,Pune,412409,3,15
,Maharashtra,Pune,413104,2,16
,Maharashtra,Pune,413106,4,16
,Maharashtra,Pune,413116,1,2
,Maharashtra,Pune,413120,0,4
,Maharashtra,Pune,413801,2,20
,Maharashtra,Pune,410301,0,1
,Maharashtra,Pune,410403,0,5
,Maharashtra,Pune,410506,2,10
,Maharashtra,Pune,410508,1,2
,Maharashtra,Pune,411019,1,20
,Maharashtra,Pune,411030,2,17
,Maharashtra,Pune,411031,0,4
,Maharashtra,Pune,411032,1,5
,Maharashtra,Pune,411033,12,73
,Maharashtra,Pune,411038,4,40
,Maharashtra,Pune,411044,1,22
,Maharashtra,Pune,411045,3,23
,Maharashtra,Pune,411051,0,10
,Maharashtra,Pune,412106,0,20
,Maharashtra,Pune,412109,0,8
,Maharashtra,Pune,412110,1,5
,Maharashtra,Pune,412205,1,16
,Maharashtra,Pune,412312,0,1
,Maharashtra,Pune,412403,0,2
,Maharashtra,Pune,413120,0,5
,Maharashtra,Pune,413132,0,10
,Maharashtra,Pune,410406,1,0
,Maharashtra,Pune,410502,7,28
,Maharashtra,Pune,410505,6,31
,Maharashtra,Pune,410508,1,0
,Maharashtra,Pune,410512,0,3
,Maharashtra,Pune,411003,3,10
,Maharashtra,Pune,411014,5,30
,Maharashtra,Pune,411020,1,5
,Maharashtra,Pune,411021,0,14
,Maharashtra,Pune,411031,1,3
,Maharashtra,Pune,411035,1,7
,Maharashtra,Pune,411040,0,9
,Maharashtra,Pune,411047,2,9
,Maharashtra,Pune,411048,6,44
,Maharashtra,Pune,412109,3,8
,Maharashtra,Pune,412202,2,10
,Maharashtra,Pune,412203,1,12
,Maharashtra,Pune,412208,2,12
,Maharashtra,Pune,412211,1,7
,Maharashtra,Pune,412216,0,11
,Maharashtra,Pune,412308,2,23
,Maharashtra,Pune,412403,0,3
,Maharashtra,Pune,413102,5,33
,Maharashtra,Pune,413104,1,12
,Maharashtra,Pune,413116,0,5
,Maharashtra,Pune,410502,1,27
,Maharashtra,Pune,410503,1,10
,Maharashtra,Pune,410509,0,7
,Maharashtra,Pune,410511,1,3
,Maharashtra,Pune,411003,0,5
,Maharashtra,Pune,411045,1,35
,Maharashtra,Pune,412211,1,5
,Maharashtra,Pune,412212,1,5
,Maharashtra,Pune,412220,0,5
,Maharashtra,Pune,412306,3,12
,Maharashtra,Pune,412311,0,3
,Maharashtra,Pune,412402,0,6
,Maharashtra,Pune,412405,1,2
,Maharashtra,Pune,412408,1,7
,Maharashtra,Pune,412412,0,5
,Maharashtra,Pune,413103,0,9
,Maharashtra,Pune,413105,0,4
,Maharashtra,Pune,413110,1,12
,Maharashtra,Pune,413114,1,13
,Maharashtra,Pune,413120,0,5
,Maharashtra,Pune,413130,0,14
,Maharashtra,Pune,410405,0,3
,Maharashtra,Pune,410505,8,28
,Maharashtra,Pune,410507,4,9
,Maharashtra,Pune,410511,0,3
,Maharashtra,Pune,410512,0,2
,Maharashtra,Pune,411004,0,6
,Maharashtra,Pune,411006,2,13
,Maharashtra,Pune,411015,5,30
,Maharashtra,Pune,411017,4,30
,Maharashtra,Pune,411022,0,1
,Maharashtra,Pune,411027,4,14
,Maharashtra,Pune,411028,5,43
,Maharashtra,Pune,411032,0,5
,Maharashtra,Pune,411038,2,32
,Maharashtra,Pune,411046,4,36
,Maharashtra,Pune,411057,3,39
,Maharashtra,Pune,412101,7,39
,Maharashtra,Pune,412106,2,9
,Maharashtra,Pune,412110,0,3
,Maharashtra,Pune,412201,0,4
,Maharashtra,Pune,412203,0,5
,Maharashtra,Pune,412204,1,4
,Maharashtra,Pune,412208,3,16
,Maharashtra,Pune,412215,1,1
,Maharashtra,Pune,412307,2,11
,Maharashtra,Pune,412308,5,26
,Maharashtra,Pune,412402,0,4
,Maharashtra,Pune,413103,3,22
,Maharashtra,Pune,413130,1,10
,Maharashtra,Pune,413132,0,4
,Maharashtra,Pune,410401,1,17
,Maharashtra,Pune,410405,1,19
,Maharashtra,Pune,410510,0,1
,Maharashtra,Pune,410516,0,8
,Maharashtra,Pune,411015,0,20
,Maharashtra,Pune,411023,1,5
,Maharashtra,Pune,411027,0,7
,Maharashtra,Pune,411037,1,30
,Maharashtra,Pune,411039,0,11
,Maharashtra,Pune,411044,0,3
,Maharashtra,Pune,411046,1,16
,Maharashtra,Pune,411047,0,4
,Maharashtra,Pune,411057,0,7
,Maharashtra,Pune,412101,0,14
,Maharashtra,Pune,412109,0,2
,Maharashtra,Pune,412112,0,1
,Maharashtra,Pune,412115,0,12
,Maharashtra,Pune,412204,0,2
,Maharashtra,Pune,412205,0,26
,Maharashtra,Pune,412211,0,25
,Maharashtra,Pune,412218,0,11
,Maharashtra,Pune,412220,1,3
,Maharashtra,Pune,412304,0,2
,Maharashtra,Pune,412305,0,3
,Maharashtra,Pune,412312,0,4
,Maharashtra,Pune,412409,0,11
,Maharashtra,Pune,413130,0,20
,Maharashtra,Pune,413211,0,1
,Maharashtra,Pune,410301,0,2
,Maharashtra,Pune,410506,6,29
,Maharashtra,Pune,410507,4,26
,Maharashtra,Pune,411002,6,34
,Maharashtra,Pune,411004,0,8
,Maharashtra,Pune,411008,0,3
,Maharashtra,Pune,411013,0,22
,Maharashtra,Pune,411020,2,13
,Maharashtra,Pune,411024,3,9
,Maharashtra,Pune,411025,2,6
,Maharashtra,Pune,411031,0,3
,Maharashtra,Pune,411036,1,34
,Maharashtra,Pune,411052,1,20
,Maharashtra,Pune,411057,6,58
,Maharashtra,Pune,412107,0,4
,Maharashtra,Pune,412210,11,42
,Maharashtra,Pune,412219,0,10
,Maharashtra,Pune,412305,0,21
,Maharashtra,Pune,413120,2,28
,Maharashtra,Pune,410406,1,7
,Maharashtra,Pune,410503,0,26
,Maharashtra,Pune,410504,2,28
,Maharashtra,Pune,410508,0,2
,Maharashtra,Pune,411003,1,13
,Maharashtra,Pune,411011,2,36
,Maharashtra,Pune,411023,1,21
,Maharashtra,Pune,411028,6,77
,Maharashtra,Pune,411031,0,4
,Maharashtra,Pune,411039,2,41
,Maharashtra,Pune,411041,4,52
,Maharashtra,Pune,411043,3,27
,Maharashtra,Pune,411045,2,34
,Maharashtra,Pune,411046,5,50
,Maharashtra,Pune,411047,1,17
,Maharashtra,Pune,411058,2,23
,Maharashtra,Pune,412106,4,45
,Maharashtra,Pune,412110,0,12
,Maharashtra,Pune,412204,0,8
,Maharashtra,Pune,412205,0,30
,Maharashtra,Pune,412206,0,36
,Maharashtra,Pune,412208,3,37
,Maharashtra,Pune,412403,0,5
,Maharashtra,Pune,413104,9,35
,Maharashtra,Pune,413105,1,16
,Maharashtra,Pune,413132,1,16
,Maharashtra,Pune,413801,0,30
,Maharashtra,Pune,410501,1,54
,Maharashtra,Pune,410512,0,2
,Maharashtra,Pune,410513,1,19
,Maharashtra,Pune,411002,0,21
,Maharashtra,Pune,411005,3,11
,Maharashtra,Pune,411008,0,2
,Maharashtra,Pune,411011,1,24
,Maharashtra,Pune,411021,1,27
